ANNEE,C_REGION,L_REGION,C_DEPT,N_DEPT,C_TYP_REG_DECHET,L_TYP_REG_DECHET,C_TYP_REG_SERVICE,L_TYP_REG_SERVICE,TONNAGE_DMA
2009,84,Auvergne-Rhône-Alpes,01,Ain,07A,Ordures ménagères résiduelles,02B,Incinération avec récupération d'énergie,"98575,13"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07A,Ordures ménagères résiduelles,02D,Stockage,"35633,56"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07E,Matériaux recyclables,02A,Valorisation matière,"61734,13"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07E,Matériaux recyclables,02E,Valorisation organique,"5460,17"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07E,Matériaux recyclables,02B,Incinération avec récupération d'énergie,"831,58"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07E,Matériaux recyclables,02D,Stockage,"42,20"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07E,Matériaux recyclables,02Z,Non précisé,"6,62"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07F,Déchets verts et biodéchets,02E,Valorisation organique,"45013,01"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07C,Encombrants,02A,Valorisation matière,"310,13"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07C,Encombrants,02B,Incinération avec récupération d'énergie,"13620,23"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07C,Encombrants,02D,Stockage,"20943,81"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07C,Encombrants,02Z,Non précisé,"87,72"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"3648,87"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"2,25"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07D,Déchets dangereux (y.c. DEEE),02D,Stockage,"139,35"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07D,Déchets dangereux (y.c. DEEE),02F,Stockage pour inertes,"1,46"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"936,07"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07B,Déblais et gravats,02A,Valorisation matière,"6194,71"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07B,Déblais et gravats,02D,Stockage,"11773,74"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07B,Déblais et gravats,02F,Stockage pour inertes,"9676,32"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07B,Déblais et gravats,02Z,Non précisé,"9947,94"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07Z,Autres,02A,Valorisation matière,"20,00"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07Z,Autres,02B,Incinération avec récupération d'énergie,"0,05"
2009,84,Auvergne-Rhône-Alpes,01,Ain,07Z,Autres,02D,Stockage,"59,21"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07A,Ordures ménagères résiduelles,02B,Incinération avec récupération d'énergie,"33016,14"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07A,Ordures ménagères résiduelles,02D,Stockage,"37287,33"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07A,Ordures ménagères résiduelles,02Z,Non précisé,"34878,90"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07E,Matériaux recyclables,02A,Valorisation matière,"24610,35"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07E,Matériaux recyclables,02E,Valorisation organique,"3397,79"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07E,Matériaux recyclables,02C,Incinération sans récupération d'énergie,"1,56"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07E,Matériaux recyclables,02D,Stockage,"28,25"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07E,Matériaux recyclables,02Z,Non précisé,"5587,84"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07F,Déchets verts et biodéchets,02A,Valorisation matière,"7247,86"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07F,Déchets verts et biodéchets,02E,Valorisation organique,"11991,50"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07C,Encombrants,02A,Valorisation matière,"469,92"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07C,Encombrants,02B,Incinération avec récupération d'énergie,"731,42"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07C,Encombrants,02D,Stockage,"11206,87"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07C,Encombrants,02Z,Non précisé,"1,02"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"1618,90"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"3,68"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07D,Déchets dangereux (y.c. DEEE),02C,Incinération sans récupération d'énergie,"196,36"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07D,Déchets dangereux (y.c. DEEE),02D,Stockage,"27,36"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"20,32"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07B,Déblais et gravats,02D,Stockage,"14065,94"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07B,Déblais et gravats,02F,Stockage pour inertes,"307,61"
2009,84,Auvergne-Rhône-Alpes,03,Allier,07Z,Autres,02A,Valorisation matière,"0,35"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07A,Ordures ménagères résiduelles,02E,Valorisation organique,"20833,41"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07A,Ordures ménagères résiduelles,02D,Stockage,"66946,29"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07A,Ordures ménagères résiduelles,02Z,Non précisé,"1308,72"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07E,Matériaux recyclables,02A,Valorisation matière,"32672,01"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07E,Matériaux recyclables,02E,Valorisation organique,"1384,89"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07E,Matériaux recyclables,02B,Incinération avec récupération d'énergie,"339,33"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07E,Matériaux recyclables,02C,Incinération sans récupération d'énergie,"0,00"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07E,Matériaux recyclables,02D,Stockage,"49,84"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07E,Matériaux recyclables,02Z,Non précisé,"9,15"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07F,Déchets verts et biodéchets,02E,Valorisation organique,"9659,77"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07F,Déchets verts et biodéchets,02B,Incinération avec récupération d'énergie,"422,07"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07F,Déchets verts et biodéchets,02Z,Non précisé,"0,10"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07C,Encombrants,02A,Valorisation matière,"1936,40"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07C,Encombrants,02B,Incinération avec récupération d'énergie,"60,08"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07C,Encombrants,02D,Stockage,"14591,87"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"994,16"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"60,35"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07D,Déchets dangereux (y.c. DEEE),02C,Incinération sans récupération d'énergie,"5,31"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07D,Déchets dangereux (y.c. DEEE),02D,Stockage,"0,49"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"127,88"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07B,Déblais et gravats,02A,Valorisation matière,"2716,56"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07B,Déblais et gravats,02D,Stockage,"4409,63"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07B,Déblais et gravats,02F,Stockage pour inertes,"704,58"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07B,Déblais et gravats,02Z,Non précisé,"6418,03"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07Z,Autres,02A,Valorisation matière,"1,97"
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07Z,Autres,02Z,Non précisé,"32,52"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07A,Ordures ménagères résiduelles,02B,Incinération avec récupération d'énergie,"2714,26"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07A,Ordures ménagères résiduelles,02D,Stockage,"23907,05"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07A,Ordures ménagères résiduelles,02Z,Non précisé,"30015,61"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07E,Matériaux recyclables,02A,Valorisation matière,"10688,39"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07E,Matériaux recyclables,02Z,Non précisé,"2647,63"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07F,Déchets verts et biodéchets,02A,Valorisation matière,"368,34"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07F,Déchets verts et biodéchets,02E,Valorisation organique,"5598,42"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07C,Encombrants,02A,Valorisation matière,"189,70"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07C,Encombrants,02D,Stockage,"4143,84"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07C,Encombrants,02Z,Non précisé,"50,00"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"255,07"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"1,70"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07D,Déchets dangereux (y.c. DEEE),02C,Incinération sans récupération d'énergie,"21,19"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"0,50"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07B,Déblais et gravats,02F,Stockage pour inertes,"2840,00"
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07Z,Autres,02A,Valorisation matière,"4,67"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07A,Ordures ménagères résiduelles,02E,Valorisation organique,"3353,15"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07A,Ordures ménagères résiduelles,02B,Incinération avec récupération d'énergie,"47,21"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07A,Ordures ménagères résiduelles,02D,Stockage,"127679,07"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07E,Matériaux recyclables,02A,Valorisation matière,"46300,44"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07E,Matériaux recyclables,02E,Valorisation organique,"4737,90"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07E,Matériaux recyclables,02B,Incinération avec récupération d'énergie,"149,90"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07E,Matériaux recyclables,02Z,Non précisé,"16,36"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07F,Déchets verts et biodéchets,02E,Valorisation organique,"28608,33"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07F,Déchets verts et biodéchets,02Z,Non précisé,"58,80"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07C,Encombrants,02A,Valorisation matière,"121,22"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07C,Encombrants,02B,Incinération avec récupération d'énergie,"0,55"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07C,Encombrants,02D,Stockage,"27686,71"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07C,Encombrants,02Z,Non précisé,"0,06"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"2631,95"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"0,48"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07D,Déchets dangereux (y.c. DEEE),02C,Incinération sans récupération d'énergie,"0,03"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"295,95"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07B,Déblais et gravats,02A,Valorisation matière,"12913,70"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07B,Déblais et gravats,02D,Stockage,"2452,00"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07B,Déblais et gravats,02F,Stockage pour inertes,"2473,83"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07B,Déblais et gravats,02Z,Non précisé,"15249,48"
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07Z,Autres,02A,Valorisation matière,"3,20"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07A,Ordures ménagères résiduelles,02A,Valorisation matière,"84290,00"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07A,Ordures ménagères résiduelles,02B,Incinération avec récupération d'énergie,"149054,08"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07A,Ordures ménagères résiduelles,02C,Incinération sans récupération d'énergie,"22595,16"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07A,Ordures ménagères résiduelles,02D,Stockage,"36442,15"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07E,Matériaux recyclables,02A,Valorisation matière,"137138,07"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07E,Matériaux recyclables,02E,Valorisation organique,"7855,87"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07E,Matériaux recyclables,02B,Incinération avec récupération d'énergie,"2753,56"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07E,Matériaux recyclables,02D,Stockage,"183,44"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07E,Matériaux recyclables,02Z,Non précisé,"23,57"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07F,Déchets verts et biodéchets,02A,Valorisation matière,"108,40"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07F,Déchets verts et biodéchets,02E,Valorisation organique,"107552,79"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07C,Encombrants,02A,Valorisation matière,"27170,48"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07C,Encombrants,02B,Incinération avec récupération d'énergie,"13400,41"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07C,Encombrants,02D,Stockage,"47984,39"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"6457,99"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"1,12"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07D,Déchets dangereux (y.c. DEEE),02D,Stockage,"500,68"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"1157,35"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07B,Déblais et gravats,02A,Valorisation matière,"50592,79"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07B,Déblais et gravats,02D,Stockage,"3845,76"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07B,Déblais et gravats,02F,Stockage pour inertes,"36390,35"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07B,Déblais et gravats,02Z,Non précisé,"28286,33"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07Z,Autres,02A,Valorisation matière,"37,55"
2009,84,Auvergne-Rhône-Alpes,38,Isère,07Z,Autres,02D,Stockage,"4062,90"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07A,Ordures ménagères résiduelles,02D,Stockage,"204364,35"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07E,Matériaux recyclables,02A,Valorisation matière,"61741,10"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07E,Matériaux recyclables,02E,Valorisation organique,"6814,48"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07E,Matériaux recyclables,02B,Incinération avec récupération d'énergie,"3,67"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07E,Matériaux recyclables,02D,Stockage,"322,32"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07E,Matériaux recyclables,02Z,Non précisé,"0,65"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07F,Déchets verts et biodéchets,02E,Valorisation organique,"46272,46"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07C,Encombrants,02A,Valorisation matière,"89,53"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07C,Encombrants,02D,Stockage,"37891,76"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"3697,39"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"2,59"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07D,Déchets dangereux (y.c. DEEE),02C,Incinération sans récupération d'énergie,"0,43"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07D,Déchets dangereux (y.c. DEEE),02D,Stockage,"91,12"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"558,14"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07B,Déblais et gravats,02A,Valorisation matière,"5991,26"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07B,Déblais et gravats,02D,Stockage,"10240,97"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07B,Déblais et gravats,02F,Stockage pour inertes,"14918,80"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07B,Déblais et gravats,02Z,Non précisé,"7747,91"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07Z,Autres,02A,Valorisation matière,"8,47"
2009,84,Auvergne-Rhône-Alpes,42,Loire,07Z,Autres,02Z,Non précisé,"1,30"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07A,Ordures ménagères résiduelles,02B,Incinération avec récupération d'énergie,"6308,00"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07A,Ordures ménagères résiduelles,02D,Stockage,"50006,00"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07A,Ordures ménagères résiduelles,02Z,Non précisé,"1373,52"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07E,Matériaux recyclables,02A,Valorisation matière,"18669,02"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07E,Matériaux recyclables,02E,Valorisation organique,"2017,45"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07E,Matériaux recyclables,02C,Incinération sans récupération d'énergie,"0,56"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07E,Matériaux recyclables,02D,Stockage,"423,21"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07E,Matériaux recyclables,02Z,Non précisé,"34,96"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07F,Déchets verts et biodéchets,02A,Valorisation matière,"1972,76"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07F,Déchets verts et biodéchets,02E,Valorisation organique,"5271,91"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07C,Encombrants,02A,Valorisation matière,"377,37"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07C,Encombrants,02D,Stockage,"6449,74"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"783,92"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"0,10"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07D,Déchets dangereux (y.c. DEEE),02C,Incinération sans récupération d'énergie,"79,33"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07D,Déchets dangereux (y.c. DEEE),02D,Stockage,"0,09"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"64,15"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07B,Déblais et gravats,02A,Valorisation matière,"170,74"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07B,Déblais et gravats,02D,Stockage,"1834,32"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07B,Déblais et gravats,02F,Stockage pour inertes,"5591,23"
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07Z,Autres,02A,Valorisation matière,"0,60"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07A,Ordures ménagères résiduelles,02D,Stockage,"153234,27"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07A,Ordures ménagères résiduelles,02Z,Non précisé,"5474,24"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07E,Matériaux recyclables,02A,Valorisation matière,"73486,22"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07E,Matériaux recyclables,02E,Valorisation organique,"7,51"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07E,Matériaux recyclables,02C,Incinération sans récupération d'énergie,"0,17"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07E,Matériaux recyclables,02D,Stockage,"92,98"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07E,Matériaux recyclables,02Z,Non précisé,"1190,75"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07F,Déchets verts et biodéchets,02E,Valorisation organique,"55603,97"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07F,Déchets verts et biodéchets,02D,Stockage,"1140,00"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07C,Encombrants,02A,Valorisation matière,"986,03"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07C,Encombrants,02D,Stockage,"30104,62"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07C,Encombrants,02Z,Non précisé,"290,00"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"3336,61"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"14,75"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07D,Déchets dangereux (y.c. DEEE),02C,Incinération sans récupération d'énergie,"531,66"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07D,Déchets dangereux (y.c. DEEE),02D,Stockage,"4292,32"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"290,61"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07B,Déblais et gravats,02A,Valorisation matière,"501,00"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07B,Déblais et gravats,02D,Stockage,"16790,29"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07B,Déblais et gravats,02F,Stockage pour inertes,"10623,34"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07Z,Autres,02A,Valorisation matière,"0,50"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07Z,Autres,02D,Stockage,"7120,70"
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07Z,Autres,02Z,Non précisé,"3,20"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07A,Ordures ménagères résiduelles,02B,Incinération avec récupération d'énergie,"400427,17"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07A,Ordures ménagères résiduelles,02D,Stockage,"15231,88"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07E,Matériaux recyclables,02A,Valorisation matière,"162485,36"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07E,Matériaux recyclables,02E,Valorisation organique,"2633,72"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07E,Matériaux recyclables,02Z,Non précisé,"3,96"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07F,Déchets verts et biodéchets,02E,Valorisation organique,"56066,66"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07C,Encombrants,02A,Valorisation matière,"1579,05"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07C,Encombrants,02D,Stockage,"49296,03"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"7874,88"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07D,Déchets dangereux (y.c. DEEE),02B,Incinération avec récupération d'énergie,"2,65"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07D,Déchets dangereux (y.c. DEEE),02D,Stockage,"1,18"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07D,Déchets dangereux (y.c. DEEE),02Z,Non précisé,"1343,31"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07B,Déblais et gravats,02A,Valorisation matière,"9429,67"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07B,Déblais et gravats,02D,Stockage,"4338,63"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07B,Déblais et gravats,02F,Stockage pour inertes,"29679,73"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07B,Déblais et gravats,02Z,Non précisé,"7674,13"
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07Z,Autres,02A,Valorisation matière,"1,76"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07A,Ordures ménagères résiduelles,02B,Incinération avec récupération d'énergie,"105999,49"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07A,Ordures ménagères résiduelles,02C,Incinération sans récupération d'énergie,"31353,32"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07E,Matériaux recyclables,02A,Valorisation matière,"61708,93"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07E,Matériaux recyclables,02E,Valorisation organique,"8316,61"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07E,Matériaux recyclables,02Z,Non précisé,"0,68"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07F,Déchets verts et biodéchets,02E,Valorisation organique,"33747,04"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07C,Encombrants,02A,Valorisation matière,"295,55"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07C,Encombrants,02B,Incinération avec récupération d'énergie,"9416,87"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07C,Encombrants,02D,Stockage,"12823,18"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07C,Encombrants,02F,Stockage pour inertes,"772,50"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07C,Encombrants,02Z,Non précisé,"160,88"
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07D,Déchets dangereux (y.c. DEEE),02A,Valorisation matière,"4184,92"
